pareçiere	pareciere
oferta	su
remito	oferta
el	remito
dador	el
pa	dador
quien	para
espero	quien
el	espero
papelito	el
qe	papelito
creo	que
tendra	creo
ya	tendrá
puesto	ya
en	puesto
pocas	en
y	pocas
buenas	y
palabras	buenas
pr	palabras
aqui	por
no	aquí
se	no
acabara	se
el	acabará
barullo	el
ni	barullo
saldremos	ni
de	saldremos
serviles	de
picarones	serviles
de	picarones
todos	de
modos	todos
si	modos
el	si
palo	el
no	palo
se	no
quiebra	se
nos	quiebra
beremos	nos
en	veremos
el	en
viernes	el
veinte	viernes
y	veinte
siete	y
del	siete
presente	del
en	presente
el	en
interin	el
me	ínterin
dira	me
las	dirá
noticias	las
qe	noticias
por	que
ai	por
corren	ahí
y	corren
remitira	y
las	remitirá
gacetas	las
y	gacetas
el	y
viernes	el
en	viernes
la	en
junta	la
de	junta
este	de
canton	este
se	cantón
susbscribira	se
a	suscribirá
su	a
papelito	su
mil	papelito
recuerdos	mil
al	recuerdos
tocayo	al
y	tocayo
mandar	y
como	mandar
ai	como
dios	hay
al	dios
qe	al
desea	que
verle	desea
habadan	verle
de	habadan
la	de
peña	la
de	peña
las	de
pintas	las
franco	pintasfrancisco
alvz	álvarez
madrid	madrid
y	y
mayo	mayo
26	26
de	de
1820	1820señor
sr	don
dn	francisco
francisco	ramón
r	lariosmuy
lariosmuy	señor
sr	mío
miocorrespondiendo	correspondiendo
a	a
mi	mi
sobrino	sobrino
la	la
provision	provisión
de	de
una	una
capellania	capellanía
fundada	fundada
en	en
la	la
parroquial	parroquial
de	de
la	la
villa	villa
de	de
villafranca	villafranca
de	de
guipuzcoa	guipúzcoa
por	por
los	los
hes	hermanos
dn	don
estevan	esteban
y	y
dn	don
martin	martín
jose	josé
de	de
albaria	albaria
que	que
obtenia	obtenía
dn	don
manuel	manuel
domingo	domingo
de	de
echevarria	echevarría
pbro	presbítero
que	que
ha	ha
fallecido	fallecido
en	en
esa	ésa
de	de
sanlucar	sanlúcar
de	de
barrameda	barrameda
necesito	necesito
practique	practique
u	usted
las	las
diligs	diligencias
para	para
sacar	sacar
la	la
partida	partida
de	de
su	su
fallecimto	fallecimiento
acaecido	acaecido
segun	según
nots	noticias
el	el
15	15
de	de
marzo	marzo
ultimo	último
la	la
qe	que
se	se
servira	servirá
remitirme	remitirme
con	con
la	la
posible	posible
brevedad	brevedad
legalizadarepito	legalizadarepito
a	a
u	usted
la	la
necesidad	necesidad
qe	que
tenemos	tenemos
de	de
numerario	numerario
a	a
fin	fin
de	de
que	que
no	no
omita	omita
el	el
activar	activar
la	la
covranza	cobranza
y	y
qe	que
tan	tan
luego	luego
como	como
se	se
verifique	verifique
de	de
alguna	alguna
cantidad	cantidad
disponga	disponga
librarla	librarla
en	en
derechura	derechura
a	a
estacelebro	éstacelebro
el	el
alivio	alivio
de	de
u	usted
y	y
dezeo	deseo
disponga	disponga
de	de
su	su
afmo	afectísimo
sego	seguro
srvr	servidor
q	que
s	su
m	mano
bandres	besaandrés
de	de
otamendi	otamendi
sor	señor
dn	don
franco	francisco
r	ramón
lariosmuy	lariosmuy
sr	señor
miopor	míopor
la	la
de	de
u	usted
fha	fecha
12	12
del	del
proximo	próximo
mes	mes
pasado	pasado
veo	veo
que	que
ha	ha
recivido	recibido
el	el
poder	poder
que	que
le	le
remiti	remití
pa	para
que	que
administrase	administrase
las	las
rentas	rentas
de	de
lebrija	lebrija
y	y
que	que
en	en
vrd	virtud
de	de
el	él
ha	ha
practicado	practicado
ya	ya
diligs	diligencias
judiciales	judiciales
para	para
cobrar	cobrar
los	los
atrasos	atrasos
veo	veo
igualmte	igualmente
que	que
procede	procede
u	usted
en	en
el	el
principio	principio
de	de
el	el
asunto	asunto
por	por
buenos	buenos
y	y
verdads	verdaderos
caminos	caminos
para	para
llevarle	llevarle
al	al
fin	fin
con	con
felicidad	felicidad
aunqe	aunque
no	no
dudo	dudo
que	que
havra	habrá
algunos	algunos
obstaculos	obstáculos
los	los
que	que
confio	confío
vencera	vencerá
u	usted
a	a
pesar	pesar
de	de
la	la
justa	justicia
de	de
lebrija	lebrija
ps	pues
la	la
justa	justicia
con	con
qe	que
lo	lo
solicitamos	solicitamos
no	no
puede	puede
menos	menos
de	de
aparecer	aparecer
con	con
claridadme	claridadme
parece	parece
muy	muy
justo	justo
que	que
para	para
evitar	evitar
las	las
nulidades	nulidades
que	que
puedan	puedan
ocurrir	ocurrir
no	no
dando	dando
los	los
pasos	pasos
con	con
arreglo	arreglo
a	a
la	la
constitucion	constitución
ponga	ponga
el	el
asunto	asunto
en	en
manos	manos
o	o
tribunal	tribunal
de	de
prima	primera
ynstancia	instancia
por	por
las	las
razones	razones
que	que
u	usted
me	me
insinua	insinúa
caminando	caminando
spre	siempre
bajo	bajo
solidos	sólidos
principios	principios
y	y
sin	sin
buscar	buscar
aparentes	aparentes
razones	razones
pues	pues
de	de
ellas	ellas
se	se
rien	ríen
los	los
jueces	jueces
cuando	cuando
no	no
quieren	quieren
hacer	hacer
justa	justicia
con	con
el	el
fabor	favor
activando	activando
se	se
decida	decida
la	la
cuestion	cuestión
del	del
tribunal	tribunal
competenteen	competenteen
verdad	verdad
que	que
no	no
se	se
me	me
oculta	oculta
la	la
gravedad	gravedad
de	de
intereses	intereses
sobre	sobre
qe	que
versa	versa
el	el
asunto	asunto
ps	pues
aunqe	aunque
dice	dice
u	usted
que	que
es	es
de	de
4	4
a	a
5m	5000
duros	duros
aun	aún
es	es
mayor	mayor
la	la
cantidad	cantidad
pues	pues
regule	regule
u	usted
sobre	sobre
ochos	ochos
as	años
a	a
22m	22000
rs	reales
y	y
pico	pico
vera	verá
qe	que
asciende	asciende
a	a
166m	166000
rs	reales
y	y
mas	más
por	por
lo	lo
qe	que
conozco	conozco
bien	bien
qe	que
aunqe	aunque
se	se
sacrifique	sacrifique
algun	algún
dinero	dinero
spre	siempre
logremos	logremos
la	la
total	total
recaudacion	recaudación
con	con
felicidad	felicidad
se	se
da	da
por	por
bien	bien
empleada	empleada
aunque	aunque
la	la
justa	justicia
spre	siempre
se	se
considera	considera
recta	recta
y	y
desinteresada	desinteresada
y	y
no	no
obstante	obstante
que	que
no	no
se	se
trata	trata
de	de
sobornarla	sobornarla
ni	ni
comprarla	comprarla
devemos	debemos
portarnos	portarnos
agradecidos	agradecidos
a	a
las	las
personas	personas
qe	que
la	la
executan	ejecutan
yo	yo
jamas	jamás
he	he
tenido	tenido
semejantes	semejantes
pleytos	pleitos
porqe	porque
mi	mi
casa	casa
qe	que
spre	siempre
ha	ha
procedido	procedido
con	con
rectitud	rectitud
en	en
sus	sus
asuntos	asuntos
nunca	nunca
ha	ha
dado	dado
motivo	motivo
a	a
estas	estas
cosas	cosas
por	por
lo	lo
que	que
conocera	conocerá
que	que
me	me
hallo	hallo
sin	sin
practica	práctica
en	en
ellas	ellas
y	y
por	por
consiguiente	consiguiente
sin	sin
conocimto	conocimiento
para	para
poder	poder
determinar	determinar
la	la
cantidad	cantidad
que	que
a	a
cada	cada
uno	uno
respective	respective
se	se
les	les
ha	ha
de	de
gratificar	gratificar
y	y
vajo	bajo
de	de
este	este
supuesto	supuesto
y	y
haviendo	habiendo
puesto	puesto
toda	toda
mi	mi
confza	confianza
en	en
u	usted
esperando	esperando
que	que
mirara	mirará
como	como
suyos	suyos
propios	propios
mis	mis
intereses	intereses
nadie	nadie
mejor	mejor
que	que
u	usted
qe	que
se	se
halla	halla
con	con
dha	dicha
practica	práctica
podra	podrá
determinar	determinar
acerca	acerca
de	de
lo	lo
qe	que
se	se
ha	ha
de	de
dar	dar
pues	pues
qe	que
nunca	nunca
hara	hará
cosa	cosa
qe	que
no	no
sea	sea
justa	justa
y	y
regular	regular
haciendose	haciéndose
cargo	cargo
o	o
teniendo	teniendo
preste	presente
qe	que
mis	mis
circunstancias	circunstancias
en	en
el	el
dia	día
no	no
son	son
como	como
cuando	cuando
estaba	estaba
quieta	quieta
y	y
pacificamte	pacíficamente
en	en
mi	mi
casa	casa
con	con
todas	todas
mis	mis
rentas	rentas
hallandose	hallándose
mi	mi
casa	casa
sin	sin
arbitrios	arbitrios
con	con
el	el
motivo	motivo
de	de
no	no
haver	haber
percivido	percibido
nada	nada
en	en
md	madrid
por	por
haver	haber
estado	estado
secuestrado	secuestrado
todo	todo
por	por
los	los
franceses	franceses
nros	nuestros
enems	enemigos
ya	ya
lo	lo
poco	poco
qe	que
aqui	aquí
hay	hay
todo	todo
sirve	sirve
para	para
pagar	pagar
las	las
exorvitantes	exorbitantes
contribuciones	contribuciones
qe	que
hay	hay
en	en
este	este
pays	país
haviendome	habiéndome
antes	antes
de	de
venir	venir
de	de
md	madrid
tomandome	tomándome
las	las
rentas	rentas
qe	que
havia	había
atrasadas	atrasadas
en	en
calidad	calidad
tambien	también
de	de
secuestro	secuestro
de	de
suerte	suerte
qe	que
al	al
llegar	llegar
aqui	aquí
me	me
halle	hallé
obligada	obligada
a	a
empenarme	empeñarme
para	para
vivir	vivir
y	y
mucho	mucho
mas	más
para	para
pagar	pagar
las	las
contribuciones	contribuciones
esto	esto
se	se
lo	lo
hago	hago
preste	presente
para	para
qe	que
vea	vea
qe	que
si	si
en	en
otro	otro
tpo	tiempo
pudiera	pudiera
uno	uno
desprenderse	desprenderse
de	de
quatro	cuatro
ahora	ahora
por	por
no	no
poder	poder
fisicamte	físicamente
solo	sólo
pude	pude
hacerlo	hacerlo
una	una
o	o
dos	dos
aunqe	aunque
caresca	carezca
de	de
ellos	ellos
pues	pues
es	es
mucho	mucho
lo	lo
qe	que
devo	debo
quiero	quiero
decir	decir
con	con
esto	esto
qe	que
convengo	convengo
en	en
qe	que
se	se
ha	ha
de	de
sacrificar	sacrificar
algun	algún
dinero	dinero
pero	pero
qe	que
lo	lo
haga	haga
u	usted
conociendo	conociendo
como	como
estoy	estoy
y	y
qe	que
bastara	bastará
gratificarles	gratificarles
en	en
qto	cuanto
conozca	conozca
u	usted
qe	que
pueden	pueden
quedar	quedar
conttentos	contentos
y	y
reconozca	reconozca
qe	que
sea	sea
justo	justo
pues	pues
como	como
llevo	llevo
dho	dicho
si	si
fuera	fuera
en	en
otras	otras
circunstancias	circunstancias
no	no
me	me
dolerian	dolerían
prendas	prendas
como	como
se	se
dice	dice
vulgarmtecomo	vulgarmentecomo
no	no
me	me
hallo	hallo
aqui	aquí
con	con
los	los
titulos	títulos
de	de
propiedad	propiedad
de	de
esas	esas
rentas	rentas
no	no
puedo	puedo
remitirle	remitirle
las	las
notas	notas
qe	que
me	me
pide	pide
lo	lo
qe	que
me	me
es	es
muy	muy
sensible	sensible
cual	cual
puede	puede
figurarse	figurarse
pues	pues
acompañarian	acompañarían
a	a
cita	cita
todos	todos
los	los
dexe	dejé
en	en
md	madrid
en	en
parte	parte
segura	segura
donde	donde
gs	gracias
a	a
dios	dios
se	se
han	han
preservado	preservado
de	de
caer	caer
en	en
manos	manos
de	de
los	los
franceses	franceses
en	en
este	este
mismo	mismo
correo	correo
escribo	escribo
pa	para
qe	que
se	se
las	las
remitan	remitan
desde	desde
alli	allí
sin	sin
dilacion	dilación
certificadas	certificadas
para	para
qe	que
lleguen	lleguen
mas	más
pronto	pronto
a	a
su	su
poder	poder
pues	pues
venir	venir
aqui	aquí
y	y
remitirlos	remitirlos
se	se
perdia	perdía
mucho	mucho
tpo	tiempo
y	y
esa	esa
carra	carretera
estara	estará
mejor	mejor
provista	provista
de	de
postas	postas
qe	que
esta	ésta
con	con
el	el
motivo	motivo
de	de
esttar	estar
el	el
govierno	gobierno
en	en
cadiz	cádiz
pero	pero
interin	ínterin
le	le
llegan	llegan
cite	cite
en	en
sus	sus
escritos	escritos
la	la
gracia	gracia
o	o
derechos	derechos
y	y
la	la
esra	escritura
de	de
cavezon	cabezón
qe	que
nada	nada
de	de
esto	esto
podran	podrán
negar	negar
a	a
lo	lo
menos	menos
siquiera	siquiera
por	por
haverlo	haberlo
pagado	pagado
antesya	antesya
havra	habrá
u	usted
recivido	recibido
mi	mi
contestacion	contestación
a	a
la	la
que	que
recivi	recibí
desde	desde
cadiz	cádiz
y	y
tambien	también
havra	habrá
visto	visto
qe	que
le	le
ablaba	hablaba
de	de
hacer	hacer
una	una
solicitud	solicitud
para	para
vender	vender
alguna	alguna
finca	finca
para	para
pago	pago
de	de
contribuciones	contribuciones
y	y
empeños	empeños
contrahidos	contraídos
por	por
el	el
mismo	mismo
fin	fin
a	a
lo	lo
qe	que
espero	espero
me	me
havra	habrá
contesttado	contestado
antes	antes
de	de
recivir	recibir
esta	ésta
esttoy	estoy
sacando	sacando
testimonios	testimonios
de	de
las	las
contribuciones	contribuciones
qe	que
tengo	tengo
satisfechas	satisfechas
en	en
este	este
corto	corto
tpo	tiempo
tres	tres
años	años
para	para
remitirrlos	remitirlos
ai	ahí
con	con
la	la
solicitud	solicitud
pa	para
qe	que
u	usted
me	me
haga	haga
la	la
diligencia	diligencia
por	por
sisobre	sísobre
las	las
recomendaciones	recomendaciones
qe	que
u	usted
me	me
pide	pide
para	para
los	los
sres	señores
de	de
esos	esos
pueblos	pueblos
como	como
no	no
se	sé
quienes	quiénes
son	son
los	los
dueños	dueños
o	o
como	cómo
se	se
llaman	llaman
no	no
puedo	puedo
asegurarle	asegurarle
ninguna	ninguna
para	para
lo	lo
qe	que
sera	será
preciso	preciso
que	que
u	usted
me	me
de	dé
una	una
lista	lista
de	de
sus	sus
nombres	nombres
o	o
titulos	títulos
y	y
si	si
hallo	hallo
entre	entre
ellos	ellos
alguno	alguno
o	o
no	no
le	le
dire	diré
con	con
franqueza	franqueza
qe	qué
puedo	puedo
recomendarle	recomendarle
o	o
no	no
por	por
tratarlos	tratarlos
o	o
no	no
pues	pues
es	es
muy	muy
facil	fácil
qe	que
con	con
tantas	tantas
muertes	muertes
hayan	hayan
sucedido	sucedido
gentes	gentes
que	que
no	no
conozca	conozca
me	me
alegra	alegra
con	con
verdad	verdad
poderle	poderle
remitir	remitir
alga	alguna
recomendacion	recomendación
ps	pues
me	me
resultaria	resultaría
de	de
hacerlo	hacerlo
una	una
grande	grande
satisfaccionquedo	satisfacciónquedo
en	en
que	que
me	me
dara	dará
cuenta	cuenta
de	de
todo	todo
para	para
caminar	caminar
acordesdigame	acordesdígame
u	usted
si	si
se	se
halla	halla
por	por
esa	esa
tierra	tierra
de	de
yntendente	intendente
dn	don
franco	francisco
laborda	laborda
ps	pues
pudiera	pudiera
suceder	suceder
qe	que
nos	nos
valiere	valiere
de	de
algo	algo
en	en
nro	nuestro
asuntodezeo	asuntodeseo
la	la
buena	buena
salud	salud
y	y
la	la
de	de
su	su
madre	madre
y	y
demas	demás
de	de
su	su
casa	casa
deceando	deseando
que	que
ds	dios
gue	guarde
su	su
vida	vida
ms	muchos
as	años
torre	torre
de	de
la	la
mata	mata
a	a
2	2
de	de
septe	septiembre
de	de
1813la	1813la
condesa	condesa
viuda	viuda
de	de
torrepilares	torrepilares
sr	señor
dn	don
juan	juan
de	de
mathatoro	mata
a	toro
8	a
de	8
junio	de
de	junio
1816	de
muy	1816muy
sr	señor
mioadjunta	mío
incluyo	adjunta
a	incluyo
ud	a
copia	usted
feehaciente	copia
de	fehaciente
la	de
essra	la
titulo	escritura
de	título
pertenencia	de
de	pertenencia
la	de
tierra	la
del	tierra
camino	del
del	camino
berrocal	del
por	berrocal
compra	por
qe	compra
de	que
ella	de
hizo	ella
manuel	hizo
de	manuel
lina	de
zerralbo	lina
marido	cerralbo
que	marido
fue	que
de	fue
franca	de
martin	francisca
verdinas	martín
a	verdinas
la	a
qual	la
dejo	cual
por	dejó
heredera	por
a	heredera
todos	a
sus	todos
vienes	sus
en	bienes
la	en
ultima	la
disposicion	última
testamentaria	disposición
qe	testamentaria
otorgo	que
en	otorgó
esa	en
villa	esa
en	villa
5	en
de	5
octubre	de
del	octubre
año	del
de	año
1732	de
en	1732
testimonio	en
de	testimonio
blas	de
ruiz	blas
corrales	ruiz
y	corrales
la	y
dha	la
franca	dicha
martin	francisca
verdinas	martín
instituyo	verdinas
por	instituyó
su	por
unica	su
heredera	única
a	heredera
maria	a
teresa	maría
sanchez	teresa
roldan	sánchez
mi	roldán
tia	mi
carnal	tía
qe	carnal
fue	que
segun	fue
resulta	según
del	resulta
testamento	del
otorgado	testamento
por	otorgado
dha	por
verdinas	dicha
el	verdinas
6	el
de	6
febrero	de
de	febrero
1770	de
ante	1770
blas	ante
crespo	blas
de	crespo
la	de
serna	la
por	serna
fallecimiento	por
de	fallecimiento
mi	de
tia	mi
da	tía
maria	doña
teresa	maría
quedo	teresa
heredero	quedó
de	heredero
sus	de
vienes	sus
mi	bienes
amado	mi
tio	amado
dn	tío
franco	don
de	francisco
paula	de
y	paula
yo	y
por	yo
su	por
difuncion	su
conqe	defunción
vea	conque
ud	vea
aqui	usted
amigo	aquí
mio	amigo
como	mío
ese	como
sr	ese
sacerdote	señor
se	sacerdote
ha	se
intrusado	ha
en	intrusado
la	en
tierrecilla	la
y	tierrecilla
ud	y
le	usted
combencera	le
de	convencerá
ello	de
pa	ello
su	para
escarmiento	su
y	escarmiento
exenplo	y
a	ejemplo
otros	a
esperandome	otros
debolbera	esperándome
dho	devolverá
instrumto	dicho
cuando	instrumento
ya	cuando
no	ya
le	no
necesite	le
queda	necesitequeda
de	de
ud	usted
su	su
afmo	afectísimo
amo	amigo
q	que
s	sus
m	manos
bysidro	besaisidro
manl	manuel
bravo	bravo
cadiz	cádiz
8	8
de	de
sepre	septiembre
1800	1800querida
querida	francisca
francamurio	murió
jp	josé
ma	maría
qe	¡qué
importa	importa
si	si
resucitara	resucitará
dentro	dentro
de	de
tres	tres
o	o
quatro	cuatro
dias	días
lo	lo
mas	más
luego	luego
qe	que
se	se
verifique	verifique
no	no
vinimos	vinimos
al	al
puerto	puerto
nadando	nadando
qe	que
pa	para
esta	esta
jente	gente
nina	ninguna
cosa	cosa
equibale	equivale
como	como
el	el
agua	agua
no	no
tengas	tengas
miedo	miedo
qe	que
eres	eres
inmortal	inmortal
riete	ríete
de	de
todo	todo
y	y
trata	trata
la	la
vistatu	vistatu
esposojoaquin	esposojoaquín
lisboa	lisboa
6	6
de	de
agosto	agosto
1828	1828mi
mi	querido
querido	juan
juanel	el
portador	portador
de	de
esta	ésta
lo	lo
sera	será
ds	dios
medte	mediante
dn	don
jose	josé
moro	moro
que	que
te	te
recomendo	recomiendo
muy	muy
particularmente	particularmente
pr	por
si	si
en	en
esa	ésa
se	se
le	le
ofrece	ofrece
alguna	alguna
cosa	cosa
en	en
que	que
pueda	pueda
necesitar	necesitar
de	de
tu	tu
auxilio	auxilio
quedate	quédate
con	con
dios	dios
y	y
manda	manda
a	a
tu	tu
afmo	afectísimo
svojuan	siervojuan
sr	señor
dn	don
franco	francisco
r	ramón
lariosmuy	lariosmuy
sr	señor
miola	míola
de	de
u	usted
del	del
22	22
del	del
proximo	próximo
pasado	pasado
me	me
deja	deja
instruida	instruida
de	de
las	las
trapisondas	trapisondas
de	de
esos	esos
lebrijanos	lebrijanos
quedando	quedando
muy	muy
satisfecha	satisfecha
al	al
paso	paso
qe	que
agradecida	agradecida
a	a
su	su
eficacia	eficacia
y	y
direccion	dirección
en	en
el	el
asunto	asunto
y	y
qe	que
continuara	continuará
executando	ejecutando
a	a
dhos	dichos
sres	señores
segun	según
u	usted
me	me
propone	propone
para	para
qe	que
tocandoles	tocándoles
de	de
cerca	cerca
se	se
resuelvan	resuelvan
a	a
pagar	pagar
ellos	ellos
sobre	sobre
su	su
recurso	recurso
al	al
rey	rey
no	no
tengo	tengo
el	el
mayor	mayor
cuidado	cuidado
estando	estando
como	como
esta	está
fundado	fundado
el	el
asunto	asunto
en	en
justa	justicia
y	y
ser	ser
un	un
menor	menor
el	el
agraviado	agraviado
no	no
obstante	obstante
en	en
este	este
correo	correo
escribo	escribo
a	a
mi	mi
apoderado	apoderado
para	para
qe	que
este	esté
con	con
mi	mi
abogado	abogado
y	y
esten	estén
preparados	preparados
y	y
u	usted
podra	podrá
si	si
llegare	llegare
ese	ese
caso	caso
darle	darle
parte	parte
en	en
derechura	derechura
de	de
la	la
apelacion	apelación
dandole	dándole
una	una
instruccion	instrucción
de	de
el	el
asunto	asunto
para	para
su	su
govnome	gobiernome
alegro	alegro
de	de
la	la
buena	buena
salud	salud
y	y
qe	que
continue	continúe
con	con
eficacia	eficacia
como	como
hast	hasta
aqui	aquí
quedandole	quedándole
spre	siempre
muy	muy
agradecida	agradecida
y	y
deseando	deseando
que	que
ese	ese
asunto	asunto
se	se
termine	termine
covrando	cobrando
para	para
remunerar	remunerar
y	y
reintegrarle	reintegrarle
tanto	tanto
como	como
u	usted
havra	habrá
hecho	hecho
y	y
dado	dado
por	por
mi	mí
en	en
asunto	asunto
de	de
tanto	tanto
interes	interés
y	y
duracion	duracióny
y	que
que	mande
mande	usted
u	a
a	su
su	segura
sega	servidora
serva	que
q	su
s	mano
m	besa
bora	orihuela
2	2
de	de
octe	octubre
de	de
1814la	1814la
condesa	condesa
viuda	viuda
de	de
torrepilares	torrepilares
madrid	madrid
y	y
junio	junio
16	16
de	de
1820	1820señor
sr	don
dn	francisco
francisco	ramón
r	lariosmuy
lariosmuy	señor
sr	mío
mioestoy	estoy
con	con
cuidado	cuidado
de	de
su	su
salud	salud
porque	porque
hace	hace
bastante	bastante
tiempo	tiempo
le	le
tengo	tengo
escrito	escrito
a	a
fin	fin
de	de
que	que
me	me
hiciese	hiciese
el	el
fabor	favor
de	de
sacar	sacar
la	la
partida	partida
de	de
difunto	difunto
de	de
dn	don
manuel	manuel
domingo	domingo
de	de
echevarria	echevarría
que	que
fallecio	falleció
en	en
esa	ésa
de	de
s	san
lucar	lúcar
el	el
dia	día
15	15
de	de
marzo	marzo
ultimo	último
era	era
poseedor	poseedor
de	de
una	una
de	de
las	las
capellanias	capellanías
de	de
las	las
que	que
es	es
patrono	patrono
mi	mi
sobrino	sobrino
el	el
conde	conde
por	por
cuya	cuya
razon	razón
me	me
es	es
muy	muy
necesario	necesario
tener	tener
dha	dicha
partida	partida
por	por
lo	lo
que	que
espero	espero
qe	que
si	si
no	no
esta	está
indispuesto	indispuesto
lo	lo
que	que
deseo	deseo
me	me
la	la
remita	remita
lo	lo
mas	más
pronto	pronto
posible	posible
y	y
si	si
no	no
pudiere	pudiere
por	por
si	sí
puede	puede
hacer	hacer
el	el
encargo	encargo
a	a
persona	persona
de	de
su	su
confianza	confianza
pues	pues
urge	urge
tener	tener
dho	dicho
documtodigame	documentodígame
u	usted
en	en
qe	qué
estado	estado
de	de
cobranzas	cobranzas
se	se
halla	halla
pues	pues
aqui	aquí
estamos	estamos
muy	muy
faltos	faltos
de	de
metalico	metálico
y	y
si	si
tiene	tiene
cobrado	cobrado
algo	algo
haga	haga
por	por
remitirlo	remitirlo
al	al
instanteremito	instanteremito
la	la
preste	presente
sertificada	certificada
por	por
si	si
se	se
ha	ha
extraviado	extraviado
la	la
anteriorme	anteriorme
alegrare	alegraré
que	que
no	no
tenga	tenga
novedad	novedad
en	en
su	su
salud	salud
y	y
qe	que
mande	mande
a	a
su	su
sego	seguro
servidor	servidor
q	que
s	su
m	mano
bandres	besaandrés
de	de
otamendi	otamendi
villaescusa	villaescusa
y	y
mayo	mayo
30	30
de	de
1817	1817ilustrísimo
ilmo	señor
señorcon	con
fecha	fecha
beinteynuebe	veintinueve
escribi	escribí
a	a
v	vuestro
s	señor
desde	desde
el	el
pinarejo	pinarejo
en	en
la	la
qe	que
decia	decía
paraba	paraba
el	el
treinta	treinta
a	a
villescusa	villescusa
como	como
lo	lo
efetue	efectué
no	no
encontrando	encontrando
