TRAIN,LABELS
cerdos,cerdos
y,y
pues,pues
es,es
obra,obra
de,de
misericordia,misericordia
vm,vm
perdone,perdone
el,el
atrivimiento,atrevimiento
de,de
suplicarle,suplicarle
esto,esto
q,que
puede,puede
pensar,pensar
qual,cuál
yo,yo
quedo,quedo
guarde,guarde
dios,dios
a,a
vm,vm
como,como
puede,puede
de,de
jacca,jaca
a,a
24,24
de,de
abril,abril
1590,1590
el,el
doctor,doctor
lopez,lópez
cortes,cortés
muy,muy
rdo,reverendo
pe,padre
los,los
dias,días
pasados,pasados
se,se
me,me
dio,dio
aqui,aquí
una,una
memoria,memoria
de,de
çierta,cierta
ropa,ropa
que,que
vra,vuestra
r,reverencia
pedia,pedía
pa,para
este,este
invierno,invierno
y,y
como,como
entonçes,entonces
hazia,hacía
calores,calores
lo,lo
dilate,dilaté
hasta,hasta
agora,ahora
que,que
me,me
tornaron,tornaron
a,a
pedir,pedir
la,la
mesma,misma
ropa,ropa
ay,ahí
le,le
embio,envío
ropon,ropón
tunica,túnica
y,y
escapulario,escapulario
calças,calzas
y,y
escarpines,escarpines
y,y
çapatos,zapatos
y,y
dos,dos
camisas,camisas
tales,tales
quales,cuales
y,y
un,un
jubonçillo,juboncillo
de,de
lienço,lienzo
y,y
una,una
fraçada,frazada
y,y
çaraguelles,zaragũelles
y,y
un,un
sayo,sayo
de,de
invierno,invierno
una,una
cosa,cosa
embiava,enviaba
vra,vuestra
r,reverencia
a,a
pedir,pedir
q,que
por,por
el,el
exemplo,ejemplo
de,de
su,su
persona,persona
y,y
de,de
los,los
señores,señores
ynquisidores,inquisidores
no,no
quisiera,quisiera
la,la
tomara,tomara
en,en
la,la
boca,boca
q,que
es,es
q,que
le,le
embiase,enviase
un,un
jubon,jubón
de,de
lienço,lienzo
estofado,estofado
ya,ya
vra,vuestra
r,reverencia
sabe,sabe
muy,muy
bien,bien
q,que
semejantes,semejantes
jubones,jubones
no,no
se,se
usan,usan
ni,ni
permiten,permiten
traher,traer
en,en
la,la
horden,orden
de,de
s,san
gieronimo,jerónimo
q,que
si,si
yo,yo
supiera,supiera
q,que
tal,tal
jubon,jubón
tenia,tenía
yo,yo
se,se
le,le
uviera,hubiera
quitado,quitado
y,y
aun,aun
quemado,quemado
harto,harto
mas,más
gozara,gozara
yo,yo
y,y
todos,todos
estos,estos
padres,padres
q,que
se,se
dixera,dijera
de,de
vra,vuestra
r,reverencia
que,que
dormia,dormía
en,en
el,el
suelo,suelo
y,y
ayunava,ayunaba
a,a
pan,pan
y,y
agua,agua
q,que
no,no
embiar,enviar
agora,ahora
a,a
pedir,pedir
tantas,tantas
gollorias,gollerías
estos,éstos
eran,eran
buenos,buenos
medios,medios
pa,para
alcanzar,alcanzar
de,de
nro,nuestro
señor,señor
su,su
graçia,gracia
y,y
el,el
buen,buen
fin,fin
de,de
su,su
negoçio,negocio
y,y
aun,aun
tambien,también
pa,para
inclinar,inclinar
a,a
esos,esos
señores,señores
a,a
compasion,compasión
y,y
misericordia,misericordia
y,y
no,no
pedir,pedir
jubon,jubón
estofado,estofado
en,en
las,las
epistolas,epístolas
de,de
nro,nuestro
padre,padre
s,san
jeronimo,jerónimo
se,se
lee,lee
en,en
una,una
q,que
comiença,comienza
nec,«nec
opinanti,opinanti
michi,michi»
que,que
un,un
cavallero,caballero
andaluz,andaluz
le,le
embio,envió
al,al
glorioso,glorioso
sancto,santo
dos,dos
ropas,ropas
y,y
un,un
zamarro,zamarro
y,y
el,el
sancto,santo
pe,padre
las,las
reçibio,recibió
no,no
pa,para
traerlas,traerlas
el,él
sino,sino
pa,para
darlas,darlas
y,y
pa,para
mostrar,mostrar
al,al
cavallero,caballero
lo,lo
q,que
a,a
el,él
le,le
dava,daba
gusto,gusto
le,le
embio,envío
quatro,cuatro
siliçios,cilicios
y,y
un,un
libro,libro
de,de
las,las
visiones,visiones
de,de
ysayas,isaías
procure,procure
vra,vuestra
r,reverencia
de,de
hazer,hacer
sentimo,sentimiento
y,y
mostar,mostrar
pena,pena
del,del
trabajo,trabajo
en,en
q,que
esta,está
y,y
de,de
la,la
afrenta,afrenta
en,en
que,que
a,a
esta,esta
casa,casa
y,y
a,a
toda,toda
la,la
horden,orden
ha,ha
puesto,puesto
jesuxpo,jesucristo
nro,nuestro
señor,señor
sea,sea
en,en
su,su
alma,alma
y,y
le,le
de,dé
su,su
graçia,gracia
y,y
humildad,humildad
en,en
el,el
entendimio,entendimiento
pa,para
açertar,acertar
en,en
lo,lo
q,que
convenga,convenga
a,a
su,su
serviçio,servicio
de,de
s,san
jeronimo,jerónimo
el,el
real,real
de,de
madrid,madrid
a,a
25,25
del,del
mes,mes
de,de
octubre,octubre
del,del
año,año
de,de
1579,1579
la,la
gra,gracia
y,y
fabor,favor
del,del
spiritu,espíritu
sancto,santo
sea,sea
siempre,siempre
con,con
v,vuestra
r,reverencia
fr,fray
mrn,martín
de,de
villaluega,villaluenga
ille,ilustre
s,señor
ya,ya
sabe,sabe
que,que
quando,cuando
pase,pasé
por,por
ay,ahí
lleguamos,llegamos
mojados,mojados
y,y
con,con
el,el
escalletarnos,escalentarnos
y,y
çena,cena
un,un
paje,paje
q,que
traia,traía
q,que
aun,aún
no,no
tiene,tiene
catorze,catorce
años,años
con,con
el,el
calor,calor
y,y
vino,vino
estava,estaba
fuera,fuera
de,de
si,sí
y,y
como,como
yo,yo
tabie,también
estava,estaba
del,del
agua,agua
fatigado,fatigado
dile,dile
de,de
coçes,coces
porq,porque
llorava,lloraba
delate,delante
de,de
la,la
de,de
muñoz,muñoz
y,y
viendo,viendo
q,que
dava,daba
mas,más
gritos,gritos
le,le
hize,hice
hazer,hacer
alli,allí
en,en
el,el
portal,portal
una,una
camilla,camilla
y,y
dava,daba
mas,más
bozes,voces
q,que
le,le
diese,diese
diez,diez
reales,reales
q,que
le,le
avia,habían
tomado,tomado
de,de
la,la
faltriqra,faltriquera
en,en
una,una
bolsilla,bolsilla
el,el
dia,día
antes,antes
y,y
le,le
dezia,decían
q,que
yo,yo
los,los
tome,tomé
porq,porque
no,no
los,los
jugase,jugase
y,y
dijele,díjele
dos,dos
vezes,veces
derenego,«derreniego
de,de
vos,vos
y,y
de,de
quie,quien
os,os
pario,parió
y,¿y
e,he
yo,yo
de,de
pagar,pagar
lo,lo
q,que
otros,otros
hurtan,hurtan»
y,y
en,en
colera,cólera
mande,mandé
a,a
dos,dos
hobres,hombres
lo,lo
llevase,llevasen
arastrando,arrastrando
al,al
meso,mesón
y,y
lo,lo
llevaro,llevaron
y,y
como,como
tiene,tiene
mal,mal
de,de
coraçon,corazón
y,y
se,se
provara,probará
con,con
el,el
coraje,coraje
y,y
borrahez,borrachez
dixo,dijo
mil,mil
desatinos,desatinos
y,y
esos,ésos
q,que
lo,lo
oyero,oyeron
diero,dieron
noticia,noticia
y,y
dios,dios
los,los
castigara,castigará
y,y
muy,muy
en,en
breve,breve
porq,porque
por,por
dichos,dichos
de,de
un,un
borracho,borracho
y,y
de,de
menor,menor
de,de
edad,edad
no,no
avia,habían
de,de
poner,poner
lengua,lengua
en,en
un,un
obpo,obispo
vmd,vm
me,me
la,la
hara,hará
de,de
avisarme,avisarme
de,de
quie,quién
son,son
los,los
de,de
la,la
qja,queja
y,y
de,de
dar,dar
al,al
q,que
esta,ésta
lleva,lleva
un,un
libro,libro
llamado,llamado
potifical,pontifical
q,que
me,me
olvide,olvidé
en,en
casa,casa
de,de
la,la
de,de
muñoz,muñoz
y,y
vmd,vm
embiara,enviará
esa,ésa
al,al
s,señor
prior,prior
de,de
çalamea,zalamea
porq,porque
sepa,sepa
q,que
no,no
voy,voy
alla,allá
a,a
çelebrar,celebrar
las,las
ordenes,órdenes
y,y
si,si
en,en
algo,algo
puedo,puedo
servir,servir
a,a
vmd,vm
lo,lo
hare,haré
en,en
s,san
fran,francisco
de,de
sevilla,sevilla
a,a
6,6
de,de
setie,septiembre
78,78
a,a
sero,servicio
de,de
vmd,vm
do,don
fray,fray
fran,francisco
de,de
salazar,salazar
obpo,obispo
de,de
salamina,salamina
muy,muy
noble,noble
sor,señor
pesame,pésame
q,que
yo,yo
tengo,tengo
de,de
ser,ser
el,el
embaxador,embajador
de,de
la,la
triste,triste
y,y
desdichada,desdichada
muerte,muerte
de,de
johan,johan
don,don
guille,guillén
criado,criado
y,y
mas,más
q,que
hijo,hijo
de,de
la,la
casa,casa
de,de
vm,vm
por,por
amor,amor
de,de
dios,dios
q,que
vm,vm
lo,lo
resciba,reciba
en,en
patientia,paciencia
havemos,hemos
sabido,sabido
por,por
una,una
memoria,memoria
q,que
yo,yo
la,la
e,he
visto,visto
y,y
se,se
la,la
inbie,envié
a,a
luis,luis
cruzate,cruzate
mi,mi
prmo,primo
a,a
brujas,brujas
q,que
esta,está
scrita,escrita
de,de
mano,mano
de,de
vm,vm
la,la
qual,cual
el,el
vicario,vicario
de,de
la,la
aldea,aldea
cerca,cerca
de,de
la,la
qual,cual
le,le
mataron,mataron
la,la
hallo,halló
en,en
su,su
faldriquera,faltriquera
y,y
sus,sus
vestidos,vestidos
estan,están
guardados,guardados
en,en
casa,casa
del,del
vicario,vicario
yo,yo
e,he
scrito,escrito
al,al
vicario,vicario
q,que
los,los
venda,venda
y,y
del,del
dinero,dinero
se,se
haga,haga
algun,algún
servitio,servicio
de,de
finados,finados
por,por
su,su
anima,ánima
tanbien,también
mataron,mataron
a,a
un,un
spaynol,español
y,y
al,al
laquet,laquet
q,que
le,le
siguia,seguía
juntamente,juntamente
con,con
el,el
dco,dicho
johan,johan
don,don
guillen,guillén
el,el
salvoconducto,salvoconducto
de,de
vm,vm
esta,está
en,en
mi,mi
poder,poder
y,y
fue,fue
luego,luego
a,a
la,la
corte,corte
a,a
hablar,hablar
a,a
maestro,maestro
frances,francés
y,y
al,al
secretario,secretario
gensana,gensana
y,y
me,me
dixeron,dijeron
q,que
era,era
por,por
de,de
mas,más
q,que
yo,yo
hablasse,hablase
al,al
rey,rey
porq,porque
si,si
no,no
ay,hay
un,un
sollicitador,solicitador
assiduo,asiduo
dize,dice
q,que
el,él
nunca,nunca
se,se
acuerda,acuerda
de,de
nada,nada
y,y
dize,dice
mas,más
q,que
con,con
haver,haber
sollicitador,solicitador
havra,habrá
grade,grande
difficultad,dificultad
de,de
alcançar,alcanzar
lo,lo
q,que
vm,vm
pide,pide
sea,sea
con,con
dineros,dineros
sea,sea
sin,sin
dineros,dineros
paresceme,paréceme
q,que
vm,vm
devria,debería
tomar,tomar
la,la
pena,pena
de,de
llegarse,llegarse
asta,hasta
aqui,aquí
porq,porque
la,la
pncessa,princesa
de,de
navarra,navarra
sienp,siempre
sigue,sigue
la,la
corte,corte
y,y
facillmente,fácilmente
alcançaria,alcanzaría
lo,lo
q,que
vm,vm
pide,pide
por,por
medio,medio
de,de
un,un
gentil,gentil
honbre,hombre
basco,vasco
q,que
se,se
llama,llama
haraburu,aramburu
hero,hermano
del,del
señor,señor
de,de
haraburu,aramburu
q,que
el,él
es,es
el,el
q,que
al,al
condestable,condestable
govierna,gobierna
q,que
es,es
aora,ahora
el,el
rei,rey
segundo,segundo
a,a
la,la
señora,señora
mi,mi
tia,tía
beso,beso
las,las
manos,manos
de,de
su,su
merçed,merced
y,y
la,la
pnte,presente
resciba,reciba
por,por
suya,suya
y,y
lo,lo
mesmo,mismo
al,al
sor,señor
abad,abad
y,y
a,a
la,la
señora,señora
doña,doña
johana,johana
con,con
todos,todos
los,los
señores,señores
mis,mis
pmos,primos
y,y
con,con
tanto,tanto
guarde,guarde
y,y
prospere,prospere
nro,nuestro
sor,señor
vida,vida
y,y
estado,estado
de,de
v,vuestra
merced,merced
de,de
paris,parís
a,a
12,12
de,de
agosto,agosto
1547,1547
muy,muy
cierto,cierto
servidor,servidor
de,de
vm,vm
su,su
pmo,primo
carlos,carlos
marzilla,marcilla
de,de
caparrosso,caparroso
la,la
muerte,muerte
desdichada,desdichada
fue,fue
la,la
noche,noche
de,de
sant,sant
johan,johan
entre,entre
amians,amians
y,y
pays,paissy
en,en
artoys,artois
sobre,sobre
los,los
limites,límites
de,de
frantia,francia
y,y
artoes,artois
y,y
perdone,perdone
vm,vm
la,la
prissa,prisa
q,que
no,no
tengo,tengo
lugar,lugar
mi,mi
qrida,querida
y,y
deseada,deseada
hermana,hermana
mi,mía
y,y
mi,mi
consuelo,consuelo
no,no
tengo,tengo
rraçones,razones
con,con
q,que
dar,dar
a,a
ntender,entender
el,el
gran,gran
contento,contento
q,que
a,a
todos,todos
nos,nos
dio,dio
sus,sus
cartas,cartas
anq,aunque
no,no
pudo,pudo
ser,ser
tan,tan
grande,grande
como,como
a,ha
sido,sido
la,la
pena,pena
de,de
su,su
ausencia,ausencia
porq,porque
esta,ésta
a,ha
sido,sido
a,a
la,la
medida,medida
de,de
la,la
perdida,pérdida
en,en
faltarnos,faltarnos
todo,todo
nuestro,nuestro
bien,bien
y,y
nuestra,nuestra
luz,luz
como,como
fue,fue
en,en
faltarnos,faltarnos
ella,ella
no,no
quiero,quiero
tratar,tratar
mas,mas
esto,esto
porq,porque
no,no
tengo,tengo
corazon,corazón
para,para
despertar,despertar
tanto,tanto
mi,mi
dolor,dolor
sin,sin
q,que
se,se
me,me
bañe,bañe
el,el
papel,papel
en,en
lagrimas,lágrimas
rresinome,resígnome
a,a
la,la
boluntad,voluntad
de,de
dios,dios
pues,pues
lo,lo
quiso,quiso
ansi,así
plega,plega
a,a
su,su
matad,majestad
se,se
sirba,sirva
co,con
nuestros,nuestros
trabajos,trabajos
mi,mi
hermana,hermana
en,en
lo,lo
q,que
me,me
enbia,envía
a,a
decir,decir
como,cómo
me,me
ba,va
de,de
alma,alma
yo,yo
quisiera,quisiera
poderselo,podérselo
manifestar,manifestar
mas,mas
no,no
me,me
dan,dan
licencia,licencia
por,por
ser,ser
tan,tan
ynciertas,inciertas
las,las
cartas,cartas
y,y
no,no
oso,oso
fiar,fiar
cosa,cosa
de,de
tanta,tanta
ynportancia,importancia
en,en
papel,papel
mas,mas
digo,digo
en,en
cifra,cifra
q,que
e,he
rrecibido,recibido
tan,tan
grandes,grandes
mercedes,mercedes
de,de
nuestro,nuestro
señor,señor
y,y
con,con
tanta,tanta
claridad,claridad
acerca,acerca
de,de
nuestros,nuestros
negocios,negocios
q,que
estare,estaré
con,con
la,la
candela,candela
en,en
la,la
mano,mano
y,y
no,no
me,me
faltara,faltará
fe,fe
q,que
le,le
a,ha
de,de
dar,dar
dios,dios
todo,todo
lo,lo
q,que
le,le
a,ha
prometido,prometido
en,en
especial,especial
la,la
joya,joya
q,que
le,le
a,ha
prometio,prometido
nuestra,nuestra
señora,señora
del,del
sagrario,sagrario
porq,porque
despues,después
de,de
aber,haber
hecho,hecho
todos,todos
muchas,muchas
rromerias,romerías
y,y
misas,misas
me,me
fue,fue
enseñado,enseñado
fuese,fuese
dos,dos
nobenas,novenas
al,al
sagrario,sagrario
en,en
la,la
primera,primera
me,me
dieron,dieron
grandes,grandes
prendas,prendas
de,de
todos,todos
nuestros,nuestros
negocios,negocios
y,y
le,le
bi,vi
la,la
joya,joya
que,que
le,le
an,han
prometido,prometido
en,en
su,su
mano,mano
y,y
q,que
con,con
ella,ella
se,se
rrescataba,rescataba
todo,todo
lo,lo
perdido,perdido
en,en
particular,particular
lo,lo
eclesiastico,eclesiástico
en,en
la,la
segunda,segunda
nobena,novena
padeci,padecí
grandes,grandes
escuridades,oscuridades
y,y
tribulaciones,tribulaciones
acabaronse,acabáronse
las,las
nobenas,novenas
el,el
dia,día
de,de
la,la
purificacio,purificación
y,y
ansi,así
me,me
qde,quedé
en,en
la,la
escuridad,oscuridad
y,y
tribulaciones,tribulaciones
q,que
le,le
tengo,tengo
dicho,dicho
hasta,hasta
oy,hoy
mas,mas
no,no
me,me
falta,falta
la,la
fe,fe
ni,ni
lengua,lengua
para,para
qxarme,quejarme
a,a
dios,dios
me,me
haga,haga
justicia,justicia
pues,pues
a,a
cabo,cabo
de,de
tantas,tantas
enfermedades,enfermedades
y,y
trabajos,trabajos
padecidos,padecidos
nos,nos
a,ha
puesto,puesto
en,en
los,los
presentes,presentes
consuelame,consuélame
q,que
no,no
nos,nos
metimos,metimos
nosotras,nosotras
en,en
ellas,ellas
sino,sino
q,que
su,su
majestad,majestad
lo,lo
ordeno,ordenó
y,y
ansi,así
confio,confío
q,que
quien,quien
nos,nos
metio,metió
en,en
el,el
trabajo,trabajo
nos,nos
sacara,sacará
d,de
el,él
con,con
bitoria,victoria
anq,aunque
no,no
me,me
dexa,deja
de,de
dar,dar
pena,pena
lo,lo
q,que
por,por
su,su
carta,carta
dice,dice
en,en
abella,haberla
dejado,dejado
tan,tan
sola,sola
y,y
a,a
scuras,oscuras
anq,aunque
es,es
costumbre,costumbre
de,de
dios,dios
cuando,cuando
a,ha
de,de
hacer,hacer
grandes,grandes
mercedes,mercedes
usar,usar
d,de
esos,esos
modos,modos
como,como
lo,lo
hizo,hizo
con,con
abrahan,abraham
q,que
despues,después
de,de
abelle,haberle
prometido,prometido
tantas,tantas
promesas,promesas
por,por
medio,medio
de,de
su,su
hijo,hijo
ysac,isaac
se,se
le,le
mando,mandó
degollar,degollar
esto,esto
nos,nos
de,dé
confianza,confianza
q,que
nos,nos
cumplira,cumplirá
dios,dios
todo,todo
lo,lo
q,que
nos,nos
a,ha
prometido,prometido
si,si
fuere,fuere
serbido,servido
y,y
si,si
no,no
hagase,hágase
su,su
boluntad,voluntad
porq,porque
no,no
deseamos,deseamos
todos,todos
sino,sino
q,que
su,su
nombre,nombre
sea,sea
santificado,santificado
y,y
sea,sea
por,por
los,los
medios,medios
q,que
su,su
majestad,majestad
mandare,mandare
de,de
mi,mí
se,sé
decir,decir
mi,mi
hermana,hermana
q,que
con,con
esto,esto
asi,así
esto,estoy
delante,delante
de,de
dios,dios
de,de
noche,noche
tiniendo,teniendo
el,el
suelo,suelo
por,por
cama,cama
dando,dando
sospiros,suspiros
y,y
lagrimas,lágrimas
a,a
dios,dios
y,y
lo,lo
mismo,mismo
el,el
dia,día
y,y
ansi,así
lo,lo
hare,haré
hasta,hasta
q,que
bea,vea
ser,ser
dios,dios
honrrado,honrado
y,y
sus,sus
probes,pobres
rremediados,remediados
y,y
ansi,así
digo,digo
a,a
mi,mi
dios,dios
con,con
ansias,ansias
q,que
este,éste
es,es
mi,mi
fin,fin
q,que
por,por
lo,lo
demas,demás
muy,muy
contentas,contentas
nos,nos
estabamos,estábamos
en,en
nuestra,nuestra
casa,casa
mucha,mucha
pena,pena
me,me
a,ha
dado,dado
lo,lo
q,que
pasa,pasa
con,con
el,el
confesor,confesor
de,de
santa,santa
catalina,catalina
de,de
sena,sena
quanto,¡cuánto
padecio,padeció
con,con
las,las
encredulidades,incredulidades
que,que
tenian,tenían
sus,sus
confesores,confesores
y,y
no,no
creo,creo
q,que
la,la
tiene,tiene
dios,dios
para,para
menos,menos
pues,pues
la,la
a,ha
puesto,puesto
en,en
tantos,tantos
trabajos,trabajos
sea,sea
dios,dios
loado,loado
por,por
todo,todo
anq,aunque
no,no
me,me
espanto,espanto
no,no
conociendola,conociéndola
porq,porque
claro,claro
esta,está
q,que
si,si
la,la
ubieran,hubieran
tratado,tratado
como,como
nosotros,nosotros
y,y
la,la
ubieran,hubieran
bisto,visto
pasar,pasar
tantos,tantos
meses,meses
con,con
solo,sólo
pan,pan
y,y
agua,agua
con,con
tanto,tanto
espiritu,espíritu
y,y
esfuerzo,esfuerzo
q,que
no,no
la,la
fueran,fueran
a,a
la,la
mano,mano
lo,lo
q,que
siento,siento
mas,más
de,de
todo,todo
es,es
quitalle,quitarle
las,las
comuñones,comuniones
yo,yo
confio,confío
en,en
dios,dios
q,que
la,la
a,ha
de,de
dar,dar
su,su
fabor,favor
para,para
tratare,trataré
del,del
señor,señor
miguel,miguel
rruiz,ruiz
porq,porque
su,su
m,merced
escriva,escriba
a,a
decir,decir
las,las
mercedes,mercedes
q,que
nos,nos
hace,hace
sera,será
posible,posible
porq,porque
no,no
emos,hemos
menester,menester
cosa,cosa
para,para
nuestra,nuestra
alma,alma
y,y
cuerpo,cuerpo
q,que
no,no
sea,sea
rremediada,remediada
con,con
amor,amor
mas,más
q,que
de,de
padre,padre
porq,porque
sabra,sabrá
q,que
quince,quince
dias,días
antes,antes
de,de
cuaresma,cuaresma
se,se
bino,vino
rribera,rivera
y,y
su,su
mujer,mujer
a,a
bibir,vivir
a,a
toledo,toledo
harto,harto
de,de
madrid,madrid
con,con
proposito,propósito
de,de
no,no
tornar,tornar
alla,allá
en,en
su,su
bida,vida
diles,diles
aqui,aquí
casa,casa
y,y
luego,luego
el,el
miercoles,miércoles
de,de
la,la
ceniza,ceniza
se,se
bino,vino
cibrian,cibrián
y,y
a,ha
sido,sido
tal,tal
su,su
conbirsion,conversión
q,que
nos,nos
a,ha
espantado,espantado
a,ha
hecho,hecho
una,una
confision,confesión
general,general
con,con
el,el
sr,señor
miguel,miguel
rruyz,ruiz
y,y
esta,está
tan,tan
sujeto,sujeto
a,a
su,su
parecer,parecer
como,como
yo,yo
es,es
cosa,cosa
su,su
mudanza,mudanza
tan,tan
de,de
beras,veras
q,que
no,no
podemos,podemos
pensar,pensar
sino,sino
q,que
ella,ella
esta,está
rrogando,rogando
a,a
dios,dios
q,que
nos,nos
junte,junte
a,a
todos,todos
en,en
un,un
espiritu,espíritu
pues,pues
q,que
ansi,así
lo,lo
a,ha
hecho,hecho
confesamonos,confesámonos
todos,todos
con,con
el,el
señor,señor
miguel,miguel
rruyz,ruiz
comulgan,comulgan
todos,todos
los,los
domingos,domingos
cerezo,cerezo
y,y
rribera,rivera
y,y
sus,sus
mujeres,mujeres
y,y
cibrian,cibrián
y,y
mariana,mariana
a,a
su,su
misa,misa
y,y
mariana,mariana
se,se
a,ha
puesto,puesto
tocas,tocas
el,el
dia,día
de,de
año,año
nuebo,nuevo
y,y
desde,desde
entonces,entonces
se,se
confiesa,confiesa
co,con
el,el
sr,señor
miguel,miguel
rruyz,ruiz
y,y
con,con
tanta,tanta
boluntad,voluntad
q,que
no,no
a,ha
bido,habido
quien,quien
se,se
lo,lo
quite,quite
estan,están
ella,ella
y,y
cibrian,cibrián
como,como
marido,marido
y,y
mujer,mujer
y,y
ansi,así
estamos,estamos
todos,todos
de,de
un,un
espiritu,espíritu
y,y
amor,amor
ayudandonos,ayudándonos
los,los
unos,unos
a,a
los,los
otros,otros
mi,mi
hermana,hermana
cada,cada
uno,uno
quisiera,quisiera
en,en
partiqular,particular
escribir,escribir
y,y
no,no
lo,lo
cosintio,consintió
el,el
sr,señor
miguel,miguel
rruyz,ruiz
por,por
no,no
dar,dar
tanto,tanto
enbarazo,embarazo
al,al
lio,lío
de,de
sr,señor
pero,pero
gonzalez,gonzález
cerezo,cerezo
lloro,lloró
mucho,mucho
co,con
su,su
letra,letra
ya,ya
no,no
ay,hay
quistiones,cuestiones
despues,después
q,que
se,se
confiesan,confiesan
con,con
nuestro,nuestro
padre,padre
en,en
lo,lo
q,que
dice,dice
del,del
sagrario,sagrario
no,no
se,se
engaño,engañó
porq,porque
todos,todos
los,los
dias,días
a,ha
sistido,asistido
en,en
yr,ir
alla,allá
porq,porque
el,él
a,ha
madrugado,madrugado
todas,todas
las,las
mañanas,mañanas
conmigo,conmigo
al,al
espital,hospital
y,y
en,en
oyendo,oyendo
la,la
misa,misa
se,se
ba,va
al,al
sagrario,sagrario
y,y
ansi,así
lo,lo
hacen,hacen
aora,ahora
rribera,rivera
y,y
cibria,cibrián
mi,mi
padre,padre
bino,vino
con,con
rribera,rivera
y,y
su,su
mujer,mujer
holgose,holgó
ocho,ocho
dias,días
aqui,aquí
con,con
todos,todos
anq,aunque
sintio,sintió
mucho,mucho
su,su
ausencia,ausencia
dios,dios
sabe,sabe
lo,lo
q,que
yo,yo
senti,sentí
bernos,vernos
todos,todos
juntos,juntos
sin,sin
ella,ella
escribiome,escribiome
esta,esta
semana,semana
q,que
le,le
abia,había
enbiado,enviado
una,una
carta,carta
con,con
un,un
correo,correo
con,con
el,el
ansia,ansia
q,que
tiene,tiene
de,de
saber,saber
d,de
ella,ella
mire,mire
por,por
alla,allá
si,si
la,la
topa,topa
yo,yo
le,le
enbiare,enviaré
luego,luego
a,a
decir,decir
como,como
a,ha
escrito,escrito
no,no
bendra,vendrá
a,a
tienpo,tiempo
carta,carta
suya,suya
a,a
otro,otro
camino,camino
se,se
la,la
enbiare,enviaré
si,si
dios,dios
quisiera,quisiera
por,por
tanto,tanto
le,le
pido,pido
por,por
amor,amor
de,de
dios,dios
q,que
nos,nos
escriba,escriba
todo,todo
a,a
lo,lo
menudo,menudo
q,que
pudiere,pudiere
porq,porque
de,de
no,no
se,se
puede,puede
bibir,vivir
en,en
especial,especial
q,que
estan,están
determinados,determinados
estos,estos
mozos,mozos
de,de
yr,ir
alla,allá
si,si
no,no
escribe,escribe
mas,mas
a,a
menudo,menudo
porq,porque
de,de
milagros,milagros
los,los
emos,hemos
tenido,tenido
q,que
no,no
bayan,vayan
alla,allá
q,que
cada,cada
dia,día
lo,lo
concertaban,concertaban
porq,porque
si,si
ella,ella
puede,puede
bibir,vivir
sin,sin
nosotros,nosotros
nosotros,nosotros
no,no
sin,sin
ella,ella
de,de
luysa,luisa
de,de
aguilera,aguilera
y,y
toda,toda
su,su
casa,casa
le,le
hago,hago
saber,saber
q,que
se,se
esta,está
como,como
suele,suele
y,y
su,su
marido,marido
en,en
balladolid,valladolid
sera,será
ynposible,imposible
poner,poner
en,en
particular,particular
encomiendas,encomiendas
sino,sino
q,que
todos,todos
estamos,estamos
como,como
huerfanos,huérfanos
sin,sin
